event_commit	path	blob_sha256	ordered_or_dependent	scope_anchor	acceptance_or_test	classification
44d8edb9e90352b494ae1d7dc318d5f2616e10e6	external/2026-08-04-external-provider-pilot-status.md	c5c360d936317f71a962e228684fe35262dba1389e53ce98268beddf6018170d	N	N	N	status_activity_cookie_state
a269d87014889e3e6d83d20cf905ae16bd261dd8	2026-08-04-llm-router-pilot-provider-client-matrix.md	f6d0492f6a525b2d992a294abd6ceb91f70fca9492b4567d54b129a96f71add4	N	N	N	report_or_reference_result
99c8a31ae3283c26588b1b0a673d6555f8825455	2026-08-04-snapbench-design-vs-lessons.md	86f83e69e7e730206d472e04652f2e01711936f22c34def348ac27cb969ac295	N	N	N	report_or_reference_result
489a2f63b393f0532c2e3dc838a3c9b062318a11	nextsteps-2026-08-04-llm-router-pr-design-handoff.md	20a6f22b9185ae58e58e3614ec524fd411f60d586ae3801c9c2db2eb9bd36945	Y	Y	Y	planning_artifact
d7025dc3d539dd786182f5699e580f312e40610f	external/2026-08-04-llm-router-status.md	4ebbea3c849d446203aef4ac5aef4d6ae1c209f658ce6891f4dd7ac828f01398	N	N	N	status_activity_cookie_state
ccf6131501d03296a5ba2e2da2b76b9bdbba9493	external/2026-08-04-llm-router-daily-report.md	529697144440c1e65eebe5befa726ff6747d7c221187e36c0336df89e947ceaf	N	N	N	status_activity_cookie_state
a0bb4a3da72bf957a674be1e91f32e061efc888e	nextsteps-2026-08-04-agent-loop-harness.md	841652789b8faaea53e334db4d4b05f2c3de3b64c806f79673ec23e7e8e64e8a	Y	Y	Y	planning_artifact
78e6de152ee16f910823b8a0991d06f3a093eb12	2026-08-04-feedback-how-i-reviewed-badly.md	4c2b3328311e7dc8b91e5f74fde07a580d4710997eed2653f9fd32ffb4331e86	N	N	N	report_or_reference_result
78e6de152ee16f910823b8a0991d06f3a093eb12	2026-08-04-nextsteps-snap-bench.md	1901b9971c1a2cce3baf13edb2c4eff212e71e4c6334a78211b30a02533203ca	Y	Y	Y	planning_artifact
caff3c4915be684561602fd7b17bc96106b493ac	2026-08-05-round1-mechanics-vs-skill-and-containment.md	3d35794fa5b5d3f9c6c14e0ba08b2e435862e745d0ad46505a58cf114d241549	N	N	N	report_or_reference_result
1d6c79fa81dec36097fd29e53645161e0f997eb9	2026-08-05-router-coder-readonly-steering-goal-ironclad.md	797b0c3e6182fd5173dcb008b45653e3fd640dcc4eaa6e85f11917351b4fdd52	Y	Y	Y	planning_artifact
6ed920e5b84497fad79c567771aece4fc1bc9c89	llm-router-m1-review-ready-goal-ironclad-2026-08-05.md	1c3d126abc34353610b4ba6d0785cdba4141634fe7ca18201e55c6d64d85bb0e	Y	Y	Y	planning_artifact
9ee6d378281b4a9613c67feca4ccd1c936122434	snap-benchmark-nine-problem-goal-ironclad-2026-08-05.md	e372d46dc58b22b34c0afa5dc48c24a6b55c064b29faaf13719feae7dafa2891	Y	Y	Y	planning_artifact
52e529de95b7b6580b4c12744afc992aab257a60	m1-router-criterion2-blocker-inventory-2026-08-05.md	326fa41e6d5a5ca889ad785f4f9bee782db78165dc6e6fb58276cb93c37be102	N	N	N	report_or_reference_result
52e529de95b7b6580b4c12744afc992aab257a60	nextsteps-2026-08-05-m1-router-review-readiness-handoff.md	53721aafac3b4efa19831cf68bb40302b8a273318bb561ee709dd335d8a073c5	Y	Y	Y	planning_artifact
f9a2aac3675d6514c4f99cb32077180cf4d2591c	m1-router-crossmodel-verifier-brief-2026-08-05.md	525f5d44c181beacb9dcc6998af78d724ffd22d50800bbb478c8fd8ba6feafe5	Y	Y	Y	planning_artifact
218baf38baeedd50f6e3ce8480dbe8aa0b5aeab7	2026-08-05-hermes-slack-streaming-goal-ironclad.md	1b23470ca22b7cabd24897a48363621e059912bbaa4d7241f6804251eda73cbd	Y	Y	Y	planning_artifact
14c1989915cd4e5e4e85656bc7cb6063c3d3f458	m1-router-verdicts/verdict-codex-run1-RECOVERED.md	0e0c2b1841711b57932a019c4d061c670592a896a96f479f250622cd59c0c2dd	N	N	N	verdict_or_reconciliation_receipt
14c1989915cd4e5e4e85656bc7cb6063c3d3f458	m1-router-verdicts/verdict-codex-run2-2026-08-05.md	bae9e7393b73f7ef83ef1aeb96fbf606144da52bfd717b960d8eb81a67e17959	N	N	N	verdict_or_reconciliation_receipt
ac4d9f0140dceb592e22dcd6da04b76484cdf17e	m1-router-verdicts/verdict-v3-provenanced-REFUTED-2026-08-05.md	9cc3b6907812f97ca4d55d02fec7f5761cbe7276af4c1aa9f410a62ff29d1192	N	N	N	verdict_or_reconciliation_receipt
37298208b77b8533067935fc7d57225b8b247f7d	m1-router-verdicts/killpg-analysis-refutes-step4-hypothesis-2026-08-05.md	e15d380636af3a0e8ea06af64e94656c61c425593142a6f6f2377586ec334e28	N	N	N	verdict_or_reconciliation_receipt
e98e164b731008938e181ebccba590af168d0735	m1-router-verdicts/verdict-v4-remeasure-CONFIRMED-2026-08-05.md	88d2fa71cf925fb16011d37695fe1c51d31b4e784473339f7c79af2c9ef96a05	N	N	N	verdict_or_reconciliation_receipt
53c7681f9bc06ead256173c4e698e4d392ae5871	2026-08-05-snap-nine-problem-diagnostic-status.md	67f076fdb27a5f3a66cb2af9f1c9c758d65759275efac0dc7542661ae5db91e4	N	N	N	status_activity_cookie_state
8e8da5ecc2026270c839242e8fa79b1508e7949f	m1-router-verdicts/CORRECTIONS-after-er-FAIL-2026-08-05.md	56fa608cd03e19f96beabe57233a1fd32d1a3fac80c3a1e276e13dfc8a15e784	N	N	N	verdict_or_reconciliation_receipt
e322ae5999f97a8989e0be1fe96f5f282ba29a3b	2026-08-05-hermes-streaming-pr-merge-goal-ironclad.md	07fc02ee01ab72643cabfa048211becb3d896c1d8ef8fbcbac37e14e01d1ddd3	Y	Y	Y	planning_artifact
a242d72eeeacacb775e41b1ecbb0f617a13d2379	m1-router-verdicts/measure-uncontaminated-2026-08-05.md	2cd77593038eb7564fa30ab11a8fc0249c78fca5b7229493b1c9933d36878fd1	N	N	N	verdict_or_reconciliation_receipt
28f91439277d6913d5fbb6db8cfa693932a3be59	m1-router-verdicts/STATUS-evidence-vs-review-legitimacy-2026-08-05.md	36eeccba4a6801a6a56b840b03ad80ca08492ff40e91ae9ac970061748daacf9	N	N	N	verdict_or_reconciliation_receipt
73ebcbfef2af179af244821d678cf586630bb52c	2026-08-05-fireworks-root-cause-ablation-goal-ironclad.md	a8c5af9060063f1b3726bbf62fb0cad2ff8542284a2276498123a895b4ef113f	Y	Y	Y	planning_artifact
9d5330412046aaab0da1db3bcd2a5a393f557bb2	2026-08-05-python-installer-replacement-plan.md	11b591e60419d581075b642a1fbd9dee5f2bbcaa465dca339332551e30f967fa	Y	Y	Y	planning_artifact
5d6c05544b043028be6e084e15d0efc748247a56	llm-router-python-installer-replacement-goal-ironclad-2026-08-05.md	3b75665b8d3a5c0c3047f9f9f8342ef0d2f6ca9c2721404ef4db94b8ff9f3755	Y	Y	Y	planning_artifact
1f27cf863a8a07cc7db25ddbcb56f2cfd6b0db2c	2026-08-05-hermes-timeout-pr1609-goal-ironclad.md	f5939d65f6888609b877d5d6e409cce134d5eb17b10b1cb2370fad136bc818f8	Y	Y	Y	planning_artifact
a66f2dd25baff3af38217473b0d43d66b5fc5308	2026-08-05-agi-inference-inflight-pr-roadmap.md	e6541e2917f93ff464c355e18778fae385de08dbd0c6a100265c23be1ef04693	Y	Y	Y	planning_artifact
88a556cc20aab1c6cf6edf6cdc6a6703f5513c32	2026-08-05-python-installer-coder-babysit-goal-ironclad.md	60843a3f8be860c0ac8443d93ce2dcff86314adcc896317f1547c0e773c28910	Y	Y	Y	planning_artifact
5344e815f355a1ceca86fb1cce1b91502b97d928	activity/2026-08-05.md	c024f83abe70cbeef7db2f401c3ed7b077a998a3fab9dada3cc8746f413313ce	N	N	N	status_activity_cookie_state
5344e815f355a1ceca86fb1cce1b91502b97d928	nextsteps-2026-08-05-llm-router-p0.md	13646850e837b8c067a8562f9b23fabd685e31f6d4766e8d2685a502672008a6	Y	Y	Y	planning_artifact
0788b8950514aed2758c86b651733fdd793d1d3e	p0-nine-problem-prereqs-goal-ironclad-2026-08-05.md	705a8752beb1a1a10060d0a32a4ba9f3baaa0e258d83cf93139fa9aa258a37fb	Y	Y	Y	planning_artifact
913ceafce9d68d5b4c4d351ffa8c5062803460c1	2026-08-04-ai-best-practices-onboarding.md	3c836762b61ad27c7555d04ab420085d5eb2c3aa958351fe14fdd7355efe805a	N	N	N	onboarding_or_data_reference
1889c6ea56eec1b412a0d6d4e6ec11d6a94f8718	2026-08-04-ai-best-practices-onboarding.md	c045497679a6bb992186eef50ef62328f5443f74aeda84dd7f24dac53d39aee8	N	N	N	onboarding_or_data_reference
660ccd4a85df16ab5f7ca5847521f06efc78a419	2026-08-05-databricks-p0-ablation-ironclad.md	52aa2b11f6244e5a4b9a7c7779e9a06ca1eabf63a535d662649e8090090260b8	Y	Y	Y	planning_artifact
660ccd4a85df16ab5f7ca5847521f06efc78a419	nextsteps-2026-08-04-v2full-sanctioned-admission.md	3d51213fd584984907ff06ba5d40e75055875129f2c9375ad3663adcee8f3fb8	Y	Y	Y	planning_artifact
660ccd4a85df16ab5f7ca5847521f06efc78a419	openrouter-cross-model-vision-goal-ironclad-2026-08-05.md	2871f3d5a1a82d011cb381ab92a8570b0c0a8f912bef2235d43dbe512a22370d	Y	Y	Y	planning_artifact
660ccd4a85df16ab5f7ca5847521f06efc78a419	status/2026-08-05-beads-status-github-mcp-snap-bridge-snap-wings.md	8ce0bd013a6ca3163fa93e14c8834154910f0395176476de84d2885f5e69d754	N	N	N	status_activity_cookie_state
660ccd4a85df16ab5f7ca5847521f06efc78a419	v2full-50-goal-ironclad-2026-08-05.md	7a5c26d8e641b052d690a92576c70bb8dbc8dfc6d268dc1c72c97f2c70570811	Y	Y	Y	planning_artifact
7e357d5cd6d22adc17c47aa840ca3fa10f22eec9	claudev-cleanroom-ab-latest-report.md	533082a5d95ae1627fcc347235c0d8215d9c7bf3c72f71c836de7b0ed844e4a7	N	N	N	report_or_reference_result
79bc30c4af632179835e66dbeff5478bb70999f8	2026-08-05-coder-snap-babysit-goal-ironclad.md	3f5f03f788a6b72097e7bf1f76613883d0a686d4e941d99efd9768c423383c61	Y	Y	Y	planning_artifact
cb4cf4f186ab46295f5d6ffc4b114ed5d6e8b57a	snapclaude-snapcodex-python-installer-goal-ironclad-2026-08-05.md	3d808fee73347b391f9f3f31fb3ba6588185bd86100117f4957da0025dca5ea1	Y	Y	Y	planning_artifact
d2975fca3d00a52df0c674e794286383f04d1069	snap-bench-pr589-590-merge-goal-ironclad-2026-08-05.md	18d96acf7a51a085b72a6577a7b826336e3d52f295d79428af46c045852ef80d	Y	Y	Y	planning_artifact
382e6c92044fe97000275ff80ab858ce1f096c67	snap_bench/2026-08-05-reconciliation-lanes/STATE.md	3f8a0d4280fed9214295e4a70c0d6e3ae64898a3b83ac4c3b648d5eff899139a	N	N	N	verdict_or_reconciliation_receipt
382e6c92044fe97000275ff80ab858ce1f096c67	snap_bench/2026-08-05-reconciliation-lanes/lane1-beads.md	37e62206077888a6d2e084a397fdc3d4e5516679b91767f6ab8134cd0ed8ea01	N	N	N	verdict_or_reconciliation_receipt
382e6c92044fe97000275ff80ab858ce1f096c67	snap_bench/2026-08-05-reconciliation-lanes/lane2-roadmap.md	44feaf013cd2737c58dcbb57771e7de10405a00ed671144d8055b3289e588a21	N	N	N	verdict_or_reconciliation_receipt
382e6c92044fe97000275ff80ab858ce1f096c67	snap_bench/2026-08-05-reconciliation-lanes/lane3-coldreview.md	f22c3dfe07de753ff3353e1e1f1f652d5a8999e1b45e9a73599dfe557f855f2b	N	N	N	verdict_or_reconciliation_receipt
382e6c92044fe97000275ff80ab858ce1f096c67	snap_bench/2026-08-05-reconciliation-lanes/lane4-tests.md	0e455729449fd2567fa98f09399b2f7298591be22660363c46459425ee2c7175	N	N	N	verdict_or_reconciliation_receipt
382e6c92044fe97000275ff80ab858ce1f096c67	snap_bench/2026-08-05-snapbench-spec-vs-pending-code-reconciliation.md	8a65346ddb00d9c88697da52e46c8e89b4a0cb809af4fd2a96d802a716ff4624	N	N	N	verdict_or_reconciliation_receipt
86da57bdcdd4e40164913063f960de95244aeb0b	nextsteps-2026-08-05-snapbench-hermetic-mvp.md	91c3903ce956a3ea457ad058d51b598a181f1cffabc62a8de7547059924c47a1	Y	Y	Y	planning_artifact
3e645c0d8f32be0a6e79cb9c5adc37435932ff70	snap_bench/2026-08-05-reconciliation-lanes/lane4-tests-r2-final.md	b131770303db28ca71a87bb5b1dd4fb2421f1698f70d91eddcc299098dbbc1ce	N	N	N	verdict_or_reconciliation_receipt
383af6948da023734b6711cda8862715178e47d2	snap-bench-hermetic-mvp-4h-goal-ironclad-2026-08-05.md	b138a7f7dc698cb73d4b2998f419b4c6c36b963c2edcd27aa60bb2a0318c1036	Y	Y	Y	planning_artifact
599a15e229a69a3b86f960e8fbf4383fe4c79284	2026-08-05-disk-reconciliation-goal-ironclad.md	d7b57d40db32f790c00b714aac8f771e1cce2376ab51ac0a6f96d6e3e1a13ce8	Y	Y	Y	planning_artifact
5cc0a879aa33451098a91c7862823def9178da27	2026-08-05-c4-reliability-pipeline-goal-ironclad.md	0c497efa076927e535750265e1920e8cd61c32b2fad2b2091b007e99e90d00ef	Y	Y	Y	planning_artifact
b4f9216f5da29800a53eca4a6b803e3a4939b59c	2026-08-05-p08tl-8h-autonomous-block-goal-ironclad.md	59b3b04b531c117a99bb690919dec444130febe504dd7cbe049831175b9d6da7	Y	Y	Y	planning_artifact
6417f791e3418bba3b0f4518cdf55bee9cac77d3	round1-hermetic-tests-paid-readiness-goal-ironclad-2026-08-05.md	067785fce9982c02f389040de250c003743cead6697e8d8b3fedf4d3a293b946	Y	Y	Y	planning_artifact
9c747a9908b5f9fa335aef666e612ad3f3b9f7c9	2026-08-06-installer-eight-hour-recovery-goal-ironclad.md	3da87c297a6459bc62df7ecbb858088debbd2e552afa18c3e690d08d37572dd8	Y	Y	Y	planning_artifact
3c59bad891f58ebf9e284cb6e7bc4dd10714ecd3	2026-08-05-cookie-closeout-goal-ironclad.md	78ea3ec2aa0989fd0f8f6f7372b4cd2e1af02c8357ae28698bff15a73217aa30	Y	Y	Y	planning_artifact
177bcf5ea91ba370e3d788086bf772fc13d89867	cookie-closeout-autonomous-8h-goal-ironclad-2026-08-05.md	77b6b7e780ba714e4b42bed226c19efab9cc2ed9f022ba02bb21ac0bd5521d7d	Y	Y	Y	planning_artifact
963a74bc297bc52ea0d24617419e88d875ff6976	cookies/lease-acl.md	22f34e4756be6dca79d8c2ecd8b430d724791d1fc06032fd8e5a280ad85b7c41	N	N	N	status_activity_cookie_state
963a74bc297bc52ea0d24617419e88d875ff6976	cookies/mercury.md	6091d198e29be2ecf77776c9b14d0bc97de7a0ea6b979d293e181e796fba6dd7	N	N	N	status_activity_cookie_state
0314ecbfd26a34a5875c32f887b779ca18e92493	nextsteps-2026-08-06-or-arc-sidekick-closeout.md	7359d3fa51a24dbef427abb6cf7996448d52932f9ce8645f848d496ea5b4e1be	Y	Y	Y	planning_artifact
0895f92654c99b45c6d51034ee79217c865a6d01	or-overnight-goal-ironclad-2026-08-05.md	2aee7a83146eefd5ac1d226f91df9a26ae26b33e5fd8b335dd6b775c3f6a85e4	Y	Y	Y	planning_artifact
0895f92654c99b45c6d51034ee79217c865a6d01	or-routing-fix-goal-ironclad-2026-08-05.md	a58c6496fb8ebd0c8b9043db8fd7c10cb7f08390aa64bc2d445151c9eff0d169	Y	Y	Y	planning_artifact
2021e0294dbec0a7e93b40b30b331ea893a6ff44	2026-08-06-python-installer-recovery-goal-ironclad.md	50f53e6f9771a6a8509511bc57183168ef53806717036072b927eb1ef3e6b1ae	Y	Y	Y	planning_artifact
5ed6471040caecce71a20ebf74ab0dfbef6a9d3c	ai-best-practices-latest-report.md	b9e0e4fe460e5d178b15cf186809f0277f3c860fb0d2bc3d34461b9fe55407cb	N	N	N	report_or_reference_result
3f8506ff1e4e7775dae6c938b9a524c2ac3a466d	activity/2026-08-06.md	50107a68c11d2656aa73ff7335fa79d300ebe9f4333d41da7dc6f032af7ff3f1	N	N	N	status_activity_cookie_state
3f8506ff1e4e7775dae6c938b9a524c2ac3a466d	nextsteps-2026-08-06-beads-dolt-reconciliation.md	410e143bf8f1459284ed322e3b867a8a8ca967f939c266ca99a5a2470bcace38	Y	Y	Y	planning_artifact
7cf7da38c8da9fe9f051d8e08dbb3bcb62b70595	2026-08-06-snap-bench-stale-pr-triage-report.md	87cd4de8b9038cfb6fab0598278d0e4caa68b119f6160c32ba3772371097dd03	N	N	N	report_or_reference_result
aead42ef29c2bd102fd46a04686f9e218f006c71	ai-best-practices-onboarding.md	b51b3673faa185a773aebcef060c11a93f06462dabfa657ea7f8022505fa201e	N	N	N	onboarding_or_data_reference
5ba5a5333d4bca49f23210a5a579652a08fba4e2	nextsteps-2026-08-06-agi-inference-pr88-framing.md	3808bbfde6062b6086ff669898d4e0e3ee2c06f2b33f352697b2aa8a120129ce	Y	Y	Y	planning_artifact
2ad46d3d6560d946dcd3482ca87e2ae201d5502f	llm_cost/2026-08-06-july-token-cost-refresh.md	4b6d7da15d4741d9761861c7ace03107147e62c10bba1aa4dc5e4fa709931153	N	N	N	report_or_reference_result
89e2d824832e175a97a04722beeebd8bcac3cf93	nextsteps-2026-08-06-provider-matrix-expansion.md	825a722c74e2f51a2a8bc8a629fdc41ab9cd86d63397d5812ea7bd8efd00b9b5	Y	Y	Y	planning_artifact
c1003b2f7d62cbaa95bb103e00cd3b7beaddda7e	nextsteps-2026-08-06-snapbench-phase-a-evidence-durability.md	e7091854132fd1b1753b971f87d8d8dbd4250044fcdf64df70d67a1cbc4ade7b	Y	Y	Y	planning_artifact
1ab49585f95142ca6f5f31f69042c5c77bfad1f9	tnk7c-provider-selector-ironclad-2026-08-06.md	70579cd7f2a7ff6aa3ec9aba2c562c4d80995e1e5781b042c0e3cb0692411f9f	Y	Y	Y	planning_artifact
abfd6dc372c6e6adb39adb6bb9642c1a7e7e5f03	fireworks-provider-ironclad-2026-08-06.md	d4780b2542ae48fdd1ad37466b032e5f186e57c7e755597ef54787c8b1c0ce12	Y	Y	Y	planning_artifact
abfd6dc372c6e6adb39adb6bb9642c1a7e7e5f03	openrouter-provider-ironclad-2026-08-06.md	b9d12efa5fe30d230f0001632affc92e140ae50a4da81474d1dceacc89e4ca5f	Y	Y	Y	planning_artifact
700d867a74924cb5c90386739a392f6c55613e78	2026-08-06-abox-provisioning-ironclad.md	e1423c08aabfba7ca1f49a5ebb067c6639a140a326833ad106fcca414714e015	Y	Y	Y	planning_artifact
e37242c210b7f251815d3d10f1f4705a8b67f533	llm_cost/july-2026-cost-data/MANIFEST.md	6cf980d6df6c9406fb88d72b8f611a7370f7ba2e2e2bd45722b8bf91c1416ac3	N	N	N	onboarding_or_data_reference
e37242c210b7f251815d3d10f1f4705a8b67f533	llm_cost/july-2026-cost-data/README.md	22047ef12bc950c0d015c5dbc4acbec61ac7e49a3e580269ce2d7e11dd14ec9d	N	N	N	onboarding_or_data_reference
0b6457fe82ec81ee6495ea2d2cb0a7a02f47c9b3	snap_bench/2026-08-06-openmodel-and-anthropic-model-cli-results.md	069f692eb57911925280feb618d7988c00dfae45908e8511aaf65d5faf8b39c7	N	N	N	report_or_reference_result
46a8e55ace8a9fd1332b021a143211cb397729b9	llm_cost/2026-08-06-july-2026-coding-agent-spend-estimate.md	36afb119784c814848d7c597df8d3405cbef41c32284481b27c60a317fc7ad12	N	N	N	report_or_reference_result
39cdfc5a72ad149d756a8a39944f060799272ae0	snap_bench/2026-08-06-open-model-x-frontier-results.md	569d6ab521c627f0f19aa012ffae94278f0a356da218871113d6026d92148354	N	N	N	report_or_reference_result
d4d083faa5fa6fb414e20b0979b8531b4494797e	llm_cost/latest-july-2026-coding-agent-spend-estimate.md	15e38bb2c1d04d565c75d99cc4572ff8e282ff48c580f17e3039b60b8c3310c1	N	N	N	report_or_reference_result
a0650bbc1421b7cae867fb5d332a1ead45a75bd4	2026-08-06-cookie-status-latest.md	1db8db9b5daead674c345c54dcd57976b518d74f047810b9e0bea9ad376cef50	N	N	N	status_activity_cookie_state
46f76abbb11983c490bf7b87390f36f98cdaa00e	snap_bench/2026-08-06-layer2-abox-provisioning-nextsteps.md	469681b06130bfc4c1eaed12e5c3687514d21ee3d21578d62b7640f079bb8ed8	Y	Y	Y	planning_artifact
